GRIN_Accession,observation_value
PI542045,II
PI542055,II
PI542058,II
PI542059,II
PI542060,II
PI542064,II
PI542392,II
PI542710,II
PI542768,II
PI542768,II
PI542768,II
PI543855,II
PI543857,II
PI543857,II
PI546375,II
PI546375,II
PI546480,II
PI547094,II
PI547094,II
PI548300,II
PI548302,II
PI548303,II
PI548308,II
PI548324,II
PI548328,II
PI548331,II
PI548338,II
PI548356,II
PI548357,II
PI548360,II
PI548363,II
PI548368,II
PI548369,II
PI548371,II
PI548372,II
PI548374,II
PI548391,II
PI548406,II
PI548411,II
PI548416,II
PI548418,II
PI548419,II
PI548423,II
PI548424,II
PI548435,II
PI548505,II
PI548505,II
PI548505,II
PI548506,II
PI548507,II
PI548510,II
PI548511,II
PI548512,II
PI548512,II
PI548513,II
PI548520,II
PI548521,II
PI548521,II
PI548528,II
PI548529,II
PI548529,II
PI548537,II
PI548540,II
PI548553,II
PI548554,II
PI548557,II
PI548557,II
PI548565,II
PI548565,II
PI548566,II
PI548569,II
PI548570,II
PI548570,II
PI548573,II
PI548575,II
PI548575,II
PI548576,II
PI548577,II
PI548578,II
PI548579,II
PI548580,II
PI548583,II
PI548584,II
PI548589,II
PI548590,II
PI548605,II
PI548608,II
PI548616,II
PI548616,II
PI548617,II
PI548630,II
PI548646,II
PI548688,II
PI548689,II
PI548689,II
PI548690,II
PI548690,II
PI548692,II
PI548692,II
PI548693,II
PI548694,II
PI548694,II
PI549053,II
PI549056,II
PI549058,II
PI549064,II
PI549071,II
PI549071,II
PI550729,II
PI554604,II
PI556468,II
PI556470,II
PI556472,II
PI556474,II
PI556482,II
PI556483,II
PI556484,II
PI556488,II
PI556489,II
PI556492,II
PI556493,II
PI556495,II
PI556497,II
PI556498,II
PI556499,II
PI556500,II
PI556508,II
PI556509,II
PI556513,II
PI556518,II
PI556523,II
PI556525,II
PI556544,II
PI556547,II
PI556548,II
PI556552,II
PI556555,II
PI556561,II
PI556563,II
PI556565,II
PI556575,II
PI556580,II
PI556585,II
PI556588,II
PI556600,II
PI556601,II
PI556604,II
PI556605,II
PI556606,II
PI556622,II
PI556624,II
PI556627,II
PI556628,II
PI556633,II
PI556639,II
PI556640,II
PI556641,II
PI556646,II
PI556651,II
PI556653,II
PI556655,II
PI556672,II
PI556674,II
PI556675,II
PI556677,II
PI556679,II
PI556681,II
PI556689,II
PI556689,II
PI556692,II
PI556693,II
PI556698,II
PI556705,II
PI556708,II
PI556712,II
PI556713,II
PI556715,II
PI556724,II
PI556729,II
PI556729,II
PI556735,II
PI556736,II
PI556746,II
PI556761,II
PI556763,II
PI556769,II
PI556783,II
PI556783,II
PI556786,II
PI556790,II
PI556791,II
PI556797,II
PI556798,II
PI556810,II
PI556821,II
PI556822,II
PI556838,II
PI556845,II
PI556850,II
PI556850,II
PI556863,II
PI556864,II
PI556869,II
PI556874,II
PI556881,II
PI556885,II
PI556888,II
PI556888,II
PI556890,II
PI556892,II
PI556898,II
PI556920,II
PI556922,II
PI556929,II
PI556929,II
PI559397,II
PI559398,II
PI561201,II
PI561201,II
PI561206,II
PI561207,II
PI561208,II
PI561212,II
PI561227,II
PI561227,II
PI561230,II
PI561234,II
PI561234,II
PI561236,II
PI561236,II
PI561240,II
PI561297,II
PI561298,II
PI561312,II
PI561316,II
PI561320,II
PI561322,II
PI561324,II
PI561326,II
PI561329,II
PI561336,II
PI561340,II
PI561347,II
PI561349,II
PI561377,II
PI561377,II
PI561582,II
PI561589,II
PI561700,II
PI561717,II
PI561717,II
PI561718,II
PI561858,II
PI561858,II
PI562637,II
PI564279,II
PI567151,II
PI567151,II
PI567152,II
PI567152,II
PI567153,II
PI567154,II
PI567154,II
PI567160,II
PI567161,II
PI567162,II
PI567166,II
PI567168,II
PI567197,II
PI567198,II
PI567199,II
PI567239,II
PI567240,II
PI567241,II
PI567242,II
PI567242,II
PI567245,II
PI567246,II
PI567247,II
PI567253,II
PI567254,II
PI567258,II
PI567260,II
PI567275,II
PI567276,II
PI567277,II
PI567278,II
PI567293,II
PI567302,II
PI567302,II
PI567313,II
PI567367,II
PI567440,II
PI567446,II
PI567448,II
PI567451,II
PI567462,II
PI567481,II
PI567525,II
PI567537,II
PI567539,II
PI567550,II
PI567559,II
PI567786,II
PI568242,II
PI568243,II
PI570658,II
PI572242,II
PI572244,II
PI572271,II
PI573008,II
PI574533,II
PI576145,II
PI576146,II
PI576163,II
PI577809,II
PI578295,II
PI578360,II
PI578363,II
PI578364,II
PI578365,II
PI578369,II
PI578376,II
PI578378,II
PI578390,II
PI578399,II
PI578402,II
PI578403,II
PI578405,II
PI578406,II
PI578410,II
PI578411,II
PI578412,II
PI578413,II
PI578414,II
PI578416,II
PI578492,II
PI578493,II
PI578500,II
PI578502,II
PI578504,II
PI578505,II
PI583741,II
PI583742,II
PI583764,II
PI584326,II
PI584331,II
PI584462,II
PI584463,II
FC4007A,II
PI54608-1,II
PI60296-1,II
PI68457-1,II
PI68461-1,II
PI68465-1,II
PI68475-1,II
PI68484-4,II
PI68484-1,II
PI68551-2,II
PI68609B,II
PI68670-2,II
PI68670-1,II
PI68680-2,II
PI79862-1,II
PI80488-1,II
PI81029N,II
PI82263-3,II
PI82263-2,II
PI84666-1,II
PI84668-1,II
PI84673-1,II
PI84683A,II
PI86137-1,II
PI86878-2,II
PI86972-1,II
PI87619-1,II
PI88293A,II
PI88294-1,II
PI88295-1,II
PI88805-4,II
PI89003-1,II
PI89005-5,II
PI89006-2,II
PI89055-1,II
PI89065-2,II
PI89154-1,II
PI91120-2,II
PI91132-2,II
PI91725-3,II
PI253650B,II
PI253650A,II
PI266085C,II
PI266085A,II
PI266085B,II
PI266806B,II
PI266806C,II
PI266806A,II
PI266807A,II
PI266807B,II
PI290126B,II
PI291293B,II
PI291293A,II
PI291302C,II
PI291302B,II
PI291302A,II
PI291306A,II
PI291309D,II
PI291309A,II
PI291309B,II
PI291310C,II
PI291310B,II
PI317334B,II
PI323586B,II
PI347539B,II
PI347539A,II
PI358317B,II
PI358318A,II
PI361062B,II
PI361065B,II
PI361112B,II
PI370057B,II
PI372404C,II
PI372415A,II
PI372415B,II
PI372416B,II
PI378670B,II
PI391581A,II
PI393541B,II
PI404188A,II
PI404196A,II
PI407655B,II
PI407659A,II
PI407706B,II
PI407711A,II
PI407711B,II
PI415073B,II
PI416904B,II
PI416904A,II
PI417040B,II
PI417040A,II
PI417355A,II
PI423890A,II
PI423948A,II
PI424192B,II
PI424192A,II
PI427088C,II
PI427088D,II
PI427088E,II
PI427088F,II
PI427088G,II
PI427088H,II
PI427088I,II
PI427105B,II
PI427105A,II
PI427107C,II
PI427107A,II
PI427107B,II
PI437105D,II
PI437109B,II
PI437112B,II
PI437112A,II
PI437118B,II
PI437121B,II
PI437129A,II
PI437135B,II
PI437145B,II
PI437153B,II
PI437165B,II
PI437169B,II
PI437306B,II
PI437311B,II
PI437311A,II
PI437340B,II
PI437340C,II
PI437344D,II
PI437375B,II
PI437375A,II
PI437378C,II
PI437378B,II
PI437381D,II
PI437389C,II
PI437419B,II
PI437420C,II
PI437420A,II
PI437420B,II
PI437427C,II
PI437427A,II
PI437427B,II
PI437428B,II
PI437432B,II
PI437434B,II
PI437434A,II
PI437437B,II
PI437437A,II
PI437458B,II
PI437458A,II
PI437462B,II
PI437462A,II
PI437462C,II
PI437463A,II
PI437477B,II
PI437515B,II
PI437515A,II
PI437520A,II
PI437520B,II
PI437550B,II
PI437550A,II
PI437573B,II
PI437593B,II
PI437605B,II
PI437609B,II
PI437610B,II
PI437614B,II
PI437622B,II
PI437630D,II
PI437635B,II
PI437635C,II
PI437635D,II
PI437640B,II
PI437641A,II
PI437643B,II
PI437648B,II
PI437649B,II
PI437649A,II
PI437651B,II
PI437678B,II
PI437682B,II
PI437685C,II
PI437685B,II
PI437695B,II
PI437711A,II
PI437716B,II
PI437752C,II
PI437752B,II
PI437752A,II
PI437753B,II
PI437788A,II
PI437814B,II
PI437814A,II
PI437818B,II
PI437818A,II
PI437834B,II
PI437834A,II
PI437839A,II
PI437840B,II
PI437840A,II
PI437843B,II
PI437843A,II
PI437844A,II
PI437844B,II
PI437845A,II
PI437845C,II
PI437845B,II
PI437848B,II
PI437848A,II
PI437851B,II
PI437856B,II
PI437856A,II
PI437857C,II
PI437860B,II
PI437863A,II
PI437864B,II
PI437867B,II
PI437867A,II
PI437875B,II
PI437877B,II
PI437878B,II
PI437882B,II
PI437882A,II
PI437886B,II
PI437887C,II
PI437887B,II
PI437890B,II
PI437902D,II
PI437902B,II
PI437902A,II
PI437902C,II
PI437909B,II
PI437946B,II
PI437946A,II
PI437956B,II
PI437957B,II
PI437964B,II
PI437964A,II
PI437974B,II
PI437985B,II
PI437985A,II
PI438019B,II
PI438051B,II
PI438069A,II
PI438069B,II
PI438105B,II
PI438109C,II
PI438133A,II
PI438133B,II
PI438164B,II
PI438212C,II
PI438234B,II
PI438249B,II
PI438249A,II
PI438250B,II
PI438252B,II
PI438254D,II
PI438256B,II
PI438257B,II
PI438257A,II
PI438266B,II
PI438266A,II
PI438271B,II
PI438308A,II
PI438334B,II
PI438357A,II
PI438442B,II
PI438442A,II
PI438496A,II
PI438503A,II
PI438504B,II
PI438507B,II
PI438507A,II
PI438509B,II
PI458508A,II
PI458508B,II
PI458519A,II
PI464888B,II
PI464888A,II
PI464914A,II
PI464915B,II
PI464915A,II
PI466749A,II
PI466749B,II
PI467318B,II
PI467322B,II
PI467334B,II
PI467334A,II
PI467335B,II
PI470227A,II
PI475783A,II
PI475811B,II
PI475811A,II
PI475812A,II
PI475813A,II
PI475813B,II
PI475824A,II
PI475824B,II
PI475829A,II
PI476352A,II
PI476352B,II
PI476352C,II
PI479718B,II
PI479724A,II
PI479724B,II
PI479725A,II
PI479725B,II
PI506575A,II
PI506575B,II
PI506711A,II
PI507132A,II
PI507293A,II
PI507294B,II
PI507294A,II
PI507681B,II
PI507696A,II
PI507696B,II
PI507696B,II
PI507718A,II
PI512322D,II
PI532441B,II
PI532444B,II
PI549041B,II
PI549042B,II
PI561309B,II
PI561309A,II
PI561311A,II
PI561314A,II
PI561314B,II
PI561319B,II
PI561319A,II
PI561327D,II
PI561327C,II
PI561327B,II
PI561338A,II
PI561338B,II
PI561341B,II
PI561341B,II
PI561350B,II
PI561350A,II
PI101404A,II
PI101404B,II
PI326582A,II
PI342618A,II
PI342620B,II
PI424004A,II
PI424004B,II
PI440913A,II
PI440913B,II
PI464889B,II
PI464889A,II
PI464889C,II
PI464890A,II
PI464891B,II
PI464891C,II
PI479746A,II
PI479746B,II
PI479753A,II
PI479753B,II
PI590518,II
PI590534,II
PI590535,II
PI591567,II
PI567323A,II
PI567323B,II
PI567323C,II
PI567351A,II
PI567417C,II
PI567418A,II
PI567418B,II
PI567425A,II
PI567425A,II
PI567429A,II
PI567473C,II
PI567473D,II
PI567480B,II
PI567486A,II
PI567507A,II
PI567507B,II
PI567512A,II
PI567512B,II
PI567520B,II
PI567538A,II
PI567538B,II
PI567543A,II
PI567585A,II
PI567753A,II
PI567771A,II
PI567155C,II
PI567155B,II
PI567155B,II
PI567159B,II
PI567170B,II
PI567170A,II
PI567217C,II
PI567261D,II
PI567261B,II
PI567261A,II
PI567261A,II
PI567262B,II
PI567262A,II
PI567262E,II
PI567262D,II
PI567264B,II
PI567264C,II
PI567264A,II
PI567255B,II
PI567266A,II
PI567266B,II
PI567267A,II
PI567288A,II
PI574478C,II
PI574478B,II
PI574478A,II
PI574478A,II
PI574479A,II
PI574479B,II
PI574480A,II
PI578380B,II
PI578392B,II
PI578401D,II
PI578409B,II
PI578419A,II
PI578419B,II
PI592540,II
PI592541,II
PI592542,II
PI592908,II
PI592910,II
PI592913,II
PI592927,II
PI592928,II
PI592930,II
PI592932,II
PI592933,II
PI592934,II
PI592936,II
PI592938,II
PI592941,II
PI592944,II
PI592954,II
PI592959,II
PI592968,II
PI592969,II
PI592972,II
PI592973,II
PI592979,II
PI593958,II
PI593959,II
PI593960,II
PI593962,II
PI593963,II
PI593964,II
PI593966,II
PI592901,II
PI578499A,II
PI578499B,II
PI578499C,II
PI592894,II
PI594148,II
PI594158,II
PI594215,II
PI594247,II
PI594254,II
PI594297,II
PI594298,II
PI594382,II
PI594896,II
PI594897,II
PI594438,II
PI594550,II
PI594464,II
PI594466,II
PI595829,II
PI595843,II
PI567325A,II
PI596796,II
PI597381,II
PI597383,II
PI597408,II
PI597412,II
PI597413,II
PI597441,II
PI597464,II
PI597386,II
PI597664,II
PI598053,II
PI598054,II
PI598062,II
PI602059,II
PI602060,II
PI602386,II
PI602388,II
PI602389,II
PI602390,II
PI602391,II
PI602392,II
PI602490,II
PI603152,II
PI603303,II
PI603333,II
PI603336,II
PI603340,II
PI603345,II
PI603345,II
PI603347,II
PI603353,II
PI603364,II
PI603365,II
PI603366,II
PI603368,II
PI603369,II
PI603370,II
PI603372,II
PI603374,II
PI603385,II
PI603386,II
PI603387,II
PI603389,II
PI603391,II
PI603399,II
PI603403,II
PI603414,II
PI603420,II
PI603425,II
PI603441,II
PI603446,II
PI603463,II
PI603464,II
PI603467,II
PI603470,II
PI603471,II
PI603474,II
PI603480,II
PI603481,II
PI603482,II
PI603483,II
PI603484,II
PI603594,II
PI603594,II
PI603602,II
PI603613,II
PI603654,II
PI603656,II
PI603658,II
PI603660,II
PI603663,II
PI603664,II
PI603666,II
PI603666,II
PI603707,II
PI603728,II
PI603744,II
PI603746,II
PI603747,II
PI603749,II
PI603756,II
PI603760,II
PI603908,II
PI605796,II
PI605822,II
PI561233B,II
PI561233C,II
PI592956A,II
PI592956B,II
PI592956C,II
PI593949B,II
PI593956B,II
PI593956C,II
PI593956D,II
PI594252A,II
PI594252B,II
PI594304B,II
PI594454A,II
PI594455B,II
PI594456B,II
PI607385,II
PI597411B,II
PI612729,II
PI612730,II
PI612731,II
PI612733,II
PI612734,II
PI612741,II
PI612742,II
PI612747,II
PI612748,II
PI612749,II
PI603672A,II
PI603672B,II
PI603335B,II
PI603337B,II
PI603348C,II
PI603358B,II
PI603358A,II
PI603363B,II
PI603363A,II
PI603381A,II
PI603381B,II
PI603381C,II
PI603382B,II
PI603398A,II
PI603405A,II
PI603412B,II
PI603419A,II
PI603421A,II
PI603422A,II
PI603422B,II
PI603422B,II
PI603426G,II
PI603428B,II
PI603430A,II
PI603433B,II
PI603433A,II
PI603436A,II
PI603438C,II
PI603438D,II
PI603443C,II
PI603444A,II
PI603444C,II
PI603472A,II
PI603546B,II
PI603571A,II
PI603573A,II
PI603661A,II
PI603661B,II
PI603662A,II
PI603662B,II
PI603667B,II
PI603668B,II
PI603668A,II
PI603704B,II
PI603719A,II
PI603750B,II
PI603750B,II
PI603751B,II
PI603753A,II
PI603755A,II
PI603757A,II
PI603757B,II
PI603757C,II
PI603764B,II
PI603911A,II
PI603343A,II
PI603412A,II
PI603429D,II
PI603436B,II
PI603759A,II
PI603667A,II
PI603751A,II
PI603758E,II
PI603390A,II
PI603562A,II
PI612930,II
PI612931,II
PI613562,II
PI614088,II
PI603343B,II
PI605745B,II
PI605765B,II
PI603390B,II
PI613558A,II
PI613558B,II
PI629008,II
PI634827,II
PI639530,II
PI639532,II
PI639536,II
PI639537,II
PI639543,II
PI639558,II
PI639577,II
PI639693,II
PI653954,II
PI639528A,II
PI639528B,II
PI639528C,II
PI639534A,II
PI639534B,II
PI639539A,II
PI639539B,II
PI639546B,II
PI639546A,II
PI639550E,II
PI639555C,II
PI639556B,II
PI639556C,II
PI639556D,II
PI639556E,II
PI639559B,II
PI639566B,II
PI653874B,II
FC2108,III
FC2109,III
FC29333,III
FC31571,III
FC31579,III
FC31678,III
FC31684,III
PI54583,III
PI54591,III
PI54592,III
PI54609,III
PI54613,III
PI54615,III
PI54618,III
PI54620,III
PI57334,III
PI60272,III
PI61940,III
PI62202,III
PI62483,III
PI65379,III
PI68398,III
PI68423,III
PI68470,III
PI68479,III
PI68483,III
PI68494,III
PI68523,III
PI68528,III
PI68535,III
PI68560,III
PI68599,III
PI68621,III
PI68648,III
PI68679,III
PI68701,III
PI68710,III
PI68731,III
PI68756,III
PI68759,III
PI68806,III
PI69515,III
PI69993,III
PI69995,III
PI70001,III
PI70014,III
PI70019,III
PI70023,III
PI70076,III
PI70080,III
PI70188,III
PI70189,III
PI70192,III
PI70199,III
PI70201,III
PI70202,III
PI70212,III
PI70213,III
PI70247,III
PI70253,III
PI70462,III
PI70469,III
PI70470,III
PI70471,III
PI70473,III
PI70500,III
PI70501,III
PI70515,III
PI70519,III
PI70528,III
PI70541,III
PI70559,III
PI70566,III
PI71461,III
PI71845,III
PI72232,III
PI79583,III
PI79587,III
PI79616,III
PI79620,III
PI79627,III
PI79628,III
PI79645,III
PI79691,III
PI79692,III
PI79693,III
PI79710,III
PI79726,III
PI79760,III
PI79797,III
PI79835,III
PI79872,III
PI79874,III
PI80459,III
PI80461,III
PI80470,III
PI80480,III
PI80481,III
PI80822,III
PI80825,III
PI80831,III
PI80841,III
PI81027,III
PI81038,III
PI81041,III
PI81667,III
PI81761,III
PI81766,III
PI81780,III
PI81785,III
PI82232,III
PI82235,III
PI82278,III
PI82302,III
PI82308,III
PI83940,III
PI84509,III
PI84578,III
PI84579,III
PI84581,III
PI84610,III
PI84611,III
PI84619,III
PI84631,III
PI84644,III
PI84646,III
PI84656,III
PI84657,III
PI84662,III
PI84666,III
PI84680,III
PI84682,III
PI84757,III
PI84914,III
PI84957,III
PI84970,III
PI84973,III
PI84976,III
PI84979,III
PI84987,III
PI85019,III
PI85272,III
PI85356,III
PI85437,III
PI85456,III
PI85559,III
PI85630,III
PI85665,III
PI85666,III
PI85668,III
PI85878,III
PI86004,III
PI86006,III
PI86024,III
PI86026,III
PI86027,III
PI86028,III
PI86029,III
PI86032,III
PI86053,III
PI86063,III
PI86071,III
PI86073,III
PI86075,III
PI86081,III
PI86098,III
PI86111,III
PI86114,III
PI86116,III
PI86123,III
PI86142,III
PI86144,III
PI86145,III
PI86146,III
PI86153,III
PI86154,III
PI86301,III
PI86425,III
PI86445,III
PI86449,III
PI86452,III
PI86456,III
PI86457,III
PI86469,III
PI86482,III
PI86502,III
PI86510,III
PI87026,III
PI87165,III
PI87167,III
PI87540,III
PI87574,III
PI87614,III
PI87615,III
PI87617,III
PI87618,III
PI87619,III
PI87620,III
PI87630,III
PI87634,III
PI88282,III
PI88287,III
PI88289,III
PI88290,III
PI88291,III
PI88292,III
PI88297,III
PI88305,III
PI88306,III
PI88310,III
PI88312,III
PI88349,III
PI88350,III
PI88353,III
PI88354,III
PI88359,III
PI88445,III
PI88447,III
PI88448,III
PI88466,III
PI88486,III
PI88492,III
PI88502,III
PI88780,III
PI88782,III
PI88783,III
PI88788,III
PI88789,III
PI88790,III
PI88799,III
PI88806,III
PI88809,III
PI88815,III
PI88818,III
PI88823,III
PI88826,III
PI88886,III
PI88965,III
PI89002,III
PI89006,III
PI89007,III
PI89009,III
PI89066,III
PI89067,III
PI89117,III
PI89130,III
PI89133,III
PI89134,III
PI89143,III
PI89146,III
PI89150,III
PI89152,III
PI89162,III
PI89168,III
PI89773,III
PI89783,III
PI89784,III
PI90258,III
PI90392,III
PI90407,III
PI90463,III
PI90486,III
PI90566,III
PI90573,III
PI90578,III
PI90579,III
PI90723,III
PI91083,III
PI91089,III
PI91113,III
PI91127,III
PI91142,III
PI91149,III
PI91151,III
PI91152,III
PI91153,III
PI91154,III
PI91159,III
PI91160,III
PI91162,III
PI91165,III
PI91169,III
PI91174,III
PI91340,III
PI91341,III
PI91343,III
PI91349,III
PI91729,III
PI91730,III
PI91731,III
PI91750,III
PI92466,III
PI92560,III
PI92568,III
PI92577,III
PI92590,III
PI92593,III
PI92594,III
PI92600,III
PI92602,III
PI92605,III
PI92606,III
PI92608,III
PI92617,III
PI92618,III
PI92619,III
PI92623,III
PI92640,III
PI92641,III
PI92642,III
PI92643,III
PI92645,III
PI92654,III
PI92659,III
PI92662,III
PI92663,III
PI92672,III
PI92686,III
PI92688,III
PI92690,III
PI92691,III
PI92702,III
PI92704,III
PI92707,III
PI92718,III
PI92720,III
PI92722,III
PI92728,III
PI93563,III
PI95740,III
PI96162,III
PI96199,III
PI96321,III
PI96322,III
PI96787,III
PI96927,III
PI97139,III
PI97627,III
PI98243,III
PI103088,III
PI104708,III
PI123578,III
PI153231,III
PI153243,III
PI153292,III
PI153309,III
PI157397,III
PI157416,III
PI157421,III
PI157429,III
PI157457,III
PI157491,III
PI167240,III
PI171449,III
PI171450,III
PI173994,III
PI181535,III
PI181540,III
PI181542,III
PI181549,III
PI181552,III
PI181553,III
PI181554,III
PI187152,III
PI187153,III
PI189891,III
PI189920,III
PI189928,III
PI189935,III
PI189969,III
PI196148,III
PI196149,III
PI196152,III
PI196153,III
PI196156,III
PI196157,III
PI196162,III
PI196164,III
PI196165,III
PI200453,III
PI200457,III
PI200458,III
PI200471,III
PI200473,III
PI200478,III
PI200480,III
PI200485,III
PI200496,III
PI200499,III
PI200533,III
PI200535,III
PI200548,III
PI205086,III
PI205087,III
PI209331,III
PI209334,III
PI219784,III
PI224272,III
PI224275,III
PI226588,III
PI226589,III
PI226590,III
PI227212,III
PI227218,III
PI227328,III
PI227560,III
PI227563,III
PI227566,III
PI227685,III
PI227686,III
PI229324,III
PI229333,III
PI229336,III
PI229345,III
PI229351,III
PI229738,III
PI232992,III
PI235339,III
PI238931,III
PI238933,III
PI243517,III
PI243532,III
PI243537,III
PI261466,III
PI261467,III
PI261468,III
PI261473,III
PI274206,III
PI274456,III
PI283331,III
PI283332,III
PI339977,III
PI339985,III
PI339991,III
PI339993,III
PI339995,III
PI340005,III
PI340007,III
PI340011,III
PI340017,III
PI340033,III
PI340038,III
PI340041,III
PI340052,III
PI342438,III
PI360841,III
PI360843,III
PI360844,III
PI361063,III
PI361101,III
PI370055,III
PI379561,III
PI391586,III
PI393535,III
PI393537,III
PI393538,III
PI398227,III
PI398230,III
PI398261,III
PI398275,III
PI398295,III
PI398297,III
PI398300,III
PI398311,III
PI398312,III
PI398395,III
PI398416,III
PI398451,III
PI398494,III
PI398504,III
PI398505,III
PI398514,III
PI398516,III
PI398600,III
PI398620,III
PI398624,III
PI398625,III
PI398637,III
PI398638,III
PI398639,III
PI398641,III
PI398643,III
PI398654,III
PI398672,III
PI398684,III
PI398686,III
PI398687,III
PI398693,III
PI398694,III
PI398697,III
PI398702,III
PI398708,III
PI398709,III
PI398710,III
PI398712,III
PI398726,III
PI398727,III
PI398747,III
PI398748,III
PI398749,III
PI398751,III
PI398752,III
PI398755,III
PI398763,III
PI398776,III
PI398806,III
PI398813,III
PI398814,III
PI398821,III
PI398822,III
PI398831,III
PI398832,III
PI398841,III
PI398859,III
PI398881,III
PI398885,III
PI398898,III
PI398902,III
PI398903,III
PI398908,III
PI398927,III
PI398930,III
PI398954,III
PI398955,III
PI398957,III
PI398980,III
PI398989,III
PI398992,III
PI398993,III
PI399008,III
PI399043,III
PI399063,III
PI399068,III
PI399077,III
PI399080,III
PI404152,III
PI404154,III
PI404166,III
PI404168,III
PI404175,III
PI404180,III
PI404182,III
PI404186,III
PI404189,III
PI405691,III
PI406684,III
PI407653,III
PI407657,III
PI407722,III
PI407730,III
PI407746,III
PI407810,III
PI407849,III
PI407850,III
PI407851,III
PI407870,III
PI407922,III
PI407925,III
PI407933,III
PI408005,III
PI408025,III
PI408026,III
PI408028,III
PI408075,III
PI408128,III
PI408130,III
PI408321,III
PI415074,III
PI416750,III
PI416753,III
PI416763,III
PI416774,III
PI416784,III
PI416789,III
PI416817,III
PI416823,III
PI416832,III
PI416833,III
PI416852,III
PI416853,III
PI416856,III
PI416862,III
PI416870,III
PI416889,III
PI416892,III
PI416896,III
PI416897,III
PI416898,III
PI416902,III
PI416916,III
PI416918,III
PI416936,III
PI416943,III
PI416952,III
PI416954,III
PI416966,III
PI416967,III
PI416988,III
PI416989,III
PI416990,III
PI416991,III
PI416993,III
PI416994,III
PI416996,III
PI416998,III
PI417010,III
PI417015,III
PI417017,III
PI417018,III
PI417027,III
PI417032,III
PI417051,III
PI417054,III
PI417060,III
PI417066,III
PI417072,III
PI417075,III
PI417077,III
PI417079,III
PI417094,III
PI417100,III
PI417137,III
PI417152,III
PI417161,III
PI417162,III
PI417167,III
PI417175,III
PI417177,III
PI417178,III
PI417186,III
PI417189,III
PI417191,III
PI417192,III
PI417198,III
PI417201,III
PI417214,III
PI417225,III
PI417229,III
PI417239,III
PI417241,III
PI417244,III
PI417248,III
PI417257,III
PI417282,III
PI417291,III
PI417297,III
PI417303,III
PI417323,III
PI417328,III
PI417333,III
PI417338,III
PI417340,III
PI417343,III
PI417344,III
PI417353,III
PI417354,III
PI417361,III
PI417364,III
PI417393,III
PI417398,III
PI417425,III
PI417454,III
PI417456,III
PI417482,III
PI417485,III
PI417526,III
PI417559,III
PI417573,III
PI417580,III
PI423744,III
PI423776,III
PI423815,III
PI423818,III
PI423829,III
PI423838,III
PI423885,III
PI423889,III
PI423892,III
PI423896,III
PI423899,III
PI423936,III
PI423946,III
PI423973,III
PI423974,III
PI424005,III
PI424078,III
PI424134,III
PI424143,III
PI424261,III
PI424297,III
PI424319,III
PI424339,III
PI424353,III
PI424356,III
PI424358,III
PI424359,III
PI424366,III
PI424373,III
PI424382,III
PI424408,III
PI424422,III
PI424423,III
PI424425,III
PI424463,III
PI424540,III
PI424541,III
PI424550,III
PI424563,III
PI424568,III
PI424570,III
PI427136,III
PI427142,III
PI430619,III
PI430622,III
PI430623,III
PI430624,III
PI436684,III
PI437103,III
PI437124,III
PI437317,III
PI437321,III
PI437322,III
PI437323,III
PI437338,III
PI437357,III
PI437359,III
PI437365,III
PI437367,III
PI437377,III
PI437388,III
PI437390,III
PI437391,III
PI437392,III
PI437393,III
PI437396,III
PI437401,III
PI437403,III
PI437412,III
PI437422,III
PI437444,III
PI437456,III
PI437459,III
PI437461,III
PI437464,III
PI437466,III
PI437467,III
PI437476,III
PI437482,III
PI437487,III
PI437563,III
PI437574,III
PI437578,III
PI437654,III
PI437655,III
PI437674,III
PI437684,III
PI437690,III
PI437709,III
PI437710,III
PI437770,III
PI437776,III
PI437792,III
PI437794,III
PI437804,III
PI437805,III
PI437894,III
PI437903,III
PI437919,III
PI438047,III
PI438075,III
PI438079,III
PI438101,III
PI438281,III
PI438287,III
PI438310,III
PI438312,III
PI438315,III
PI438333,III
PI438335,III
PI438341,III
PI438409,III
PI438427,III
PI438484,III
PI438486,III
PI438487,III
PI438488,III
PI438497,III
PI438499,III
PI438500,III
PI438501,III
PI438508,III
PI442019,III
PI445845,III
PI447004,III
PI458040,III
PI458042,III
PI458052,III
PI458056,III
PI458101,III
PI458110,III
PI458111,III
PI458113,III
PI458117,III
PI458140,III
PI458160,III
PI458178,III
PI458197,III
PI458205,III
PI458233,III
PI458237,III
PI458255,III
PI458259,III
PI458276,III
PI458507,III
PI458510,III
PI458512,III
PI458517,III
PI458521,III
PI461419,III
PI464877,III
PI464879,III
PI464916,III
PI464924,III
PI464940,III
PI467326,III
PI468384,III
PI468385,III
PI468914,III
PI468916,III
PI468917,III
PI468918,III
PI468919,III
PI468919,III
PI471899,III
PI475785,III
PI475818,III
PI476881,III
PI476887,III
PI476922,III
PI476938,III
PI479720,III
PI479722,III
PI479729,III
PI479730,III
PI479735,III
PI479740,III
PI479741,III
PI479747,III
PI479749,III
PI479751,III
PI483463,III
PI486353,III
PI490765,III
PI490766,III
PI490767,III
PI490768,III
PI490769,III
PI499957,III
PI503334,III
PI504481,III
PI504487,III
PI504488,III
PI504504,III
PI504508,III
PI506498,III
PI506511,III
PI506527,III
PI506528,III
PI506529,III
PI506572,III
PI506573,III
PI506574,III
PI506587,III
PI506588,III
PI506592,III
PI506596,III
PI506602,III
PI506610,III
PI506637,III
